"name","age","gender","length_service","absent_hours","distribution_centers_id","location","latitude","longitude"
"Ratliff Annie",40.30440311,"F",4.021435745,14.04732975,4,"Los Angeles CA",34.05,-118.25
"Cole Allan",36.07493606,"M",5.17574406,23.26252662,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Brown Marjorie",45.66614813,"F",0.634371365,98.22382264,9,"Charleston SC",32.7833,-79.9333
"Smith Kevin",63.09056061,"M",5.359203978,98.10510618,7,"Philadelphia PA",39.95,-75.1667
"Bounds Carl",45.1240021,"M",2.547521085,72.63041153,5,"New Orleans LA",29.95,-90.0667
"Long Paula",32.25729619,"F",6.279893018,3.736624942,1,"Memphis TN",35.1174,-89.9711
"Brennan Gina",40.61054932,"F",3.192356687,71.50318359,2,"Chicago IL",41.8369,-87.6847
"Ebert Louis",25.86411119,"M",5.041529498,0,2,"Chicago IL",41.8369,-87.6847
"Leclerc Mozella",56.96786215,"F",1.792271786,125.1801843,7,"Philadelphia PA",39.95,-75.1667
"Olsen Joshua",51.21316414,"M",4.74671669,73.90899805,4,"Los Angeles CA",34.05,-118.25
"Peterson Bill",40.95799719,"M",6.343685744,40.71008992,4,"Los Angeles CA",34.05,-118.25
"Allain Todd",47.54241771,"M",4.956304386,73.0084095,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Holmgren Jesus",56.61314057,"M",5.364002222,148.1450701,10,"Savannah GA",32.0167,-81.1167
"Williamson Kathleen",50.69798824,"F",3.967755575,107.7756323,9,"Charleston SC",32.7833,-79.9333
"Burgett Arthur",33.02983288,"M",4.576589042,0,9,"Charleston SC",32.7833,-79.9333
"Markle John",45.94557333,"M",5.624960473,37.84075849,2,"Chicago IL",41.8369,-87.6847
"Roselli Juliet",50.63573616,"F",6.072699641,138.3473309,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Wroblewski Rebecca",57.14615347,"F",3.644145208,179.3053625,10,"Savannah GA",32.0167,-81.1167
"Sanchez Robert",27.34237994,"M",4.968616597,0,7,"Philadelphia PA",39.95,-75.1667
"Perez Ollie",50.30537989,"F",4.551690971,136.4474861,8,"Mobile AL",30.6944,-88.0431
"Cox Frank",44.41256187,"M",5.928443231,53.54367021,4,"Los Angeles CA",34.05,-118.25
"Robinson Derrick",39.6453387,"M",5.697885208,51.18565834,7,"Philadelphia PA",39.95,-75.1667
"Sims Teresa",33.42067459,"F",4.239742021,6.649815483,3,"Houston TX",29.7604,-95.3698
"Brown Carman",58.82898951,"F",7.13417062,169.8414769,5,"New Orleans LA",29.95,-90.0667
"Thompson Doris",45.92226178,"F",6.172750532,89.47811321,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Bailey Helen",62.65318223,"F",2.703653385,228.5654947,2,"Chicago IL",41.8369,-87.6847
"Foster Amanda",41.05536277,"F",5.369440624,57.86665936,5,"New Orleans LA",29.95,-90.0667
"Edison Lula",30.93494438,"F",5.127946746,0,4,"Los Angeles CA",34.05,-118.25
"Thorpe Trinidad",40.37188166,"M",6.328040869,54.91209696,10,"Savannah GA",32.0167,-81.1167
"Hernandez Darlene",47.09561897,"F",3.074722375,70.3645389,9,"Charleston SC",32.7833,-79.9333
"Reynolds Derrick",43.74722196,"M",1,46.64495756,1,"Memphis TN",35.1174,-89.9711
"Walters Mark",31.07491403,"M",3.719370222,2.252980018,4,"Los Angeles CA",34.05,-118.25
"Dixon Cristen",56.2836151,"F",2.357152442,152.1702365,7,"Philadelphia PA",39.95,-75.1667
"Saucedo Diana",32.60983108,"F",7.049092876,0,2,"Chicago IL",41.8369,-87.6847
"Dion James",48.46141113,"M",4.455309911,115.7535971,7,"Philadelphia PA",39.95,-75.1667
"Beadles Bessie",26.10934426,"F",4.341950445,0,10,"Savannah GA",32.0167,-81.1167
"Brown Josephine",25.33185245,"F",2.740613702,0,10,"Savannah GA",32.0167,-81.1167
"Pritchett James",54.3488833,"M",4.882258301,80.76202485,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Poirier David",51.88722093,"M",5.149949476,28.66815863,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Carroll Jonathan",47.65722203,"M",2.983865912,78.53677421,3,"Houston TX",29.7604,-95.3698
"Arroyo Barry",33.76283395,"M",4.358604564,0,1,"Memphis TN",35.1174,-89.9711
"Huber Alvin",33.10285279,"M",6.457996187,0,7,"Philadelphia PA",39.95,-75.1667
"McFarland Nancy",43.16371375,"F",2.067077524,67.8535207,7,"Philadelphia PA",39.95,-75.1667
"Snell Clara",34.11793326,"F",4.689694002,48.33333378,4,"Los Angeles CA",34.05,-118.25
"Bowser Debra",43.89347781,"F",5.415765453,75.50700868,5,"New Orleans LA",29.95,-90.0667
"Sheehan Frances",43.27718834,"F",2.564201163,120.7898279,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Olszewski Norma",51.31788463,"F",7.645976154,106.649651,1,"Memphis TN",35.1174,-89.9711
"Little Gilberto",46.84726638,"M",3.474438573,76.82017321,3,"Houston TX",29.7604,-95.3698
"Wood Rebecca",58.25438756,"F",2.339702114,119.3182324,8,"Mobile AL",30.6944,-88.0431
"Bierman Pedro",55.43070294,"M",5.01741597,128.0882016,8,"Mobile AL",30.6944,-88.0431
"Coleman Christopher",53.32131801,"M",5.466317406,78.97267993,5,"New Orleans LA",29.95,-90.0667
"Gamez Dean",50.04900258,"M",3.390899402,73.85601473,2,"Chicago IL",41.8369,-87.6847
"Herrera Lisa",46.31080654,"F",6.848077783,82.202795,4,"Los Angeles CA",34.05,-118.25
"McLain Juanita",32.74480242,"F",5.453050231,25.85396001,10,"Savannah GA",32.0167,-81.1167
"Stevens Johanna",42.52811404,"F",5.203982244,46.70401976,7,"Philadelphia PA",39.95,-75.1667
"Grady Kimberly",47.32952941,"F",2.177975296,125.5961334,4,"Los Angeles CA",34.05,-118.25
"Ryan Jason",57.39906486,"M",5.807824176,132.5554185,1,"Memphis TN",35.1174,-89.9711
"Nott Loren",61.12359163,"M",6.99748668,146.8746366,4,"Los Angeles CA",34.05,-118.25
"Wills Jennette",30.34099428,"F",6.744751658,36.37179924,10,"Savannah GA",32.0167,-81.1167
"Barbee Jean",32.08963985,"F",6.479861752,11.96788343,7,"Philadelphia PA",39.95,-75.1667
"Jackson Marguerite",32.57815203,"F",5.232427458,24.77232823,3,"Houston TX",29.7604,-95.3698
"Kenyon Mary",49.57823353,"F",9.768701588,147.8051563,10,"Savannah GA",32.0167,-81.1167
"Richardson James",40.4610839,"M",3.125487097,55.33196411,3,"Houston TX",29.7604,-95.3698
"Heck Kristopher",22.85342091,"M",4.74086012,0,8,"Mobile AL",30.6944,-88.0431
"Williams Alvin",44.78938235,"M",6.395308518,53.87287504,9,"Charleston SC",32.7833,-79.9333
"Smith Shirley",43.69799298,"F",3.355428361,95.37092609,2,"Chicago IL",41.8369,-87.6847
"Shepherd Debra",41.32537912,"F",4.703548386,49.2518435,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Robbins Missy",48.92395861,"F",5.348460333,102.8719862,1,"Memphis TN",35.1174,-89.9711
"Kisner Wesley",36.39020791,"M",2.74501684,48.73281794,9,"Charleston SC",32.7833,-79.9333
"Lucas Irena",67.1949745,"F",2.619692056,203.6851638,3,"Houston TX",29.7604,-95.3698
"Stephens Jared",44.48520115,"M",4.006938196,69.22897027,9,"Charleston SC",32.7833,-79.9333
"Andre Brandon",38.63949645,"M",5.045820416,84.01411475,10,"Savannah GA",32.0167,-81.1167
"Hurt Reva",49.19094811,"F",3.063826095,147.7664793,7,"Philadelphia PA",39.95,-75.1667
"Ladd Hilton",53.65153184,"M",2.658762233,31.66862434,10,"Savannah GA",32.0167,-81.1167
"Clark Stephanie",41.95024949,"F",2.767259263,80.28373119,7,"Philadelphia PA",39.95,-75.1667
"Barber Matthew",38.77401509,"M",3.500715156,10.20009468,5,"New Orleans LA",29.95,-90.0667
"Frank Zola",38.76054685,"F",2.142111623,105.4830539,1,"Memphis TN",35.1174,-89.9711
"Remington Irving",49.67694944,"M",6.072543417,102.6592083,10,"Savannah GA",32.0167,-81.1167
"Shepherd Shelby",47.14062412,"M",6.555196652,133.7147271,5,"New Orleans LA",29.95,-90.0667
"Estrada Missy",63.29918735,"F",4.232377891,180.4842907,2,"Chicago IL",41.8369,-87.6847
"Earl Britt",47.75420009,"M",5.046862041,70.67420078,5,"New Orleans LA",29.95,-90.0667
"Robles Billie",28.93646619,"F",6.132562406,0,9,"Charleston SC",32.7833,-79.9333
"Blackwell Jonathan",48.41131998,"M",8.997166353,108.8989283,9,"Charleston SC",32.7833,-79.9333
"Baker Letha",51.62345215,"F",6.711859949,111.8517578,1,"Memphis TN",35.1174,-89.9711
"Gonzalez Martin",43.17324591,"M",3.764349259,41.71020794,8,"Mobile AL",30.6944,-88.0431
"Baldwin Bradley",50.00026543,"M",1.257585327,81.70653981,10,"Savannah GA",32.0167,-81.1167
"Carrington Robert",60.12012895,"M",5.037806159,153.8749873,4,"Los Angeles CA",34.05,-118.25
"Matthews Janis",55.1279835,"F",2.589817819,120.6020111,10,"Savannah GA",32.0167,-81.1167
"Quezada Gloria",39.00096595,"F",5.229997536,38.48451225,3,"Houston TX",29.7604,-95.3698
"Brown Peggy",34.14853655,"F",8.069494926,79.49356535,9,"Charleston SC",32.7833,-79.9333
"Fox Trina",36.40909949,"F",4.901433228,61.75283996,9,"Charleston SC",32.7833,-79.9333
"Fowler Isabel",38.51023956,"F",4.055938198,54.48056445,10,"Savannah GA",32.0167,-81.1167
"Meurer Wm",49.85029441,"M",3.270482313,26.14500583,7,"Philadelphia PA",39.95,-75.1667
"Laster Alecia",48.9563991,"F",6.38005459,134.2524401,2,"Chicago IL",41.8369,-87.6847
"Malone Mechelle",56.1123212,"F",4.118267909,199.0351495,9,"Charleston SC",32.7833,-79.9333
"Nall Joan",40.26699578,"F",5.375209515,64.34342561,9,"Charleston SC",32.7833,-79.9333
"Willoughby Jessica",59.12769788,"F",6.512623544,164.7427193,9,"Charleston SC",32.7833,-79.9333
"Ganz Nancy",39.89176974,"F",4.255399619,54.74830938,8,"Mobile AL",30.6944,-88.0431
"Watts William",44.85206783,"M",5.062321085,23.20011249,5,"New Orleans LA",29.95,-90.0667
"Jenkins Douglas",41.16975608,"M",3.647294614,31.99943755,4,"Los Angeles CA",34.05,-118.25
"Flores Vickie",53.91152198,"F",5.793840876,85.07872177,7,"Philadelphia PA",39.95,-75.1667
"Range James",20.77689084,"M",7.534630777,0,7,"Philadelphia PA",39.95,-75.1667
"Moore Leslie",45.51999911,"M",5.698838771,74.141919,4,"Los Angeles CA",34.05,-118.25
"Erlandson Crystal",53.98127292,"F",6.995887901,137.6079205,2,"Chicago IL",41.8369,-87.6847
"Edmonds Peggy",44.52818047,"F",6.386692876,90.43523582,10,"Savannah GA",32.0167,-81.1167
"Byers Emily",46.91934454,"F",3.867575954,93.54805467,2,"Chicago IL",41.8369,-87.6847
"Poole David",41.08584741,"M",5.666115978,20.72902945,3,"Houston TX",29.7604,-95.3698
"Watson William",46.75754264,"M",4.638391881,3.973232419,1,"Memphis TN",35.1174,-89.9711
"Craig Christopher",44.03589791,"M",4.712714235,47.76252937,7,"Philadelphia PA",39.95,-75.1667
"Plummer James",52.38137823,"M",4.13527817,41.90932052,1,"Memphis TN",35.1174,-89.9711
"Patterson Jamie",32.83099434,"F",3.849750223,0,4,"Los Angeles CA",34.05,-118.25
"Bennett Valerie",38.68970806,"F",6.335931526,82.54585653,5,"New Orleans LA",29.95,-90.0667
"Fuller Sandra",37.10074249,"F",5.573445976,22.7597105,2,"Chicago IL",41.8369,-87.6847
"Eastman Dorian",53.72349228,"M",0.085149041,144.7906828,7,"Philadelphia PA",39.95,-75.1667
"Adamson Daniel",51.63328746,"M",4.082395428,82.61247333,2,"Chicago IL",41.8369,-87.6847
"Walker Tim",43.28045962,"M",4.217760483,64.56604229,8,"Mobile AL",30.6944,-88.0431
"Patterson Gerardo",44.90405029,"M",6.338286882,94.56509025,7,"Philadelphia PA",39.95,-75.1667
"Huck Ann",41.06977334,"F",3.994213654,90.13626075,1,"Memphis TN",35.1174,-89.9711
"Ruby Linda",42.20509245,"F",7.330410193,72.94022448,3,"Houston TX",29.7604,-95.3698
"Joseph Horace",50.77033865,"M",4.802780148,98.75769045,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Quezada Edna",43.31968016,"F",5.886543585,52.45216045,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Taylor Spencer",49.37478441,"M",5.923837603,89.64098164,2,"Chicago IL",41.8369,-87.6847
"Liberatore Helen",29.45223463,"F",3.795973651,22.12570516,9,"Charleston SC",32.7833,-79.9333
"Williams Isabelle",50.42218223,"F",5.083422307,173.7060829,5,"New Orleans LA",29.95,-90.0667
"Wilburn Tom",29.13005638,"M",5.517666636,0,2,"Chicago IL",41.8369,-87.6847
"Myers Daniel",29.49045171,"M",5.929536582,1.988282891,9,"Charleston SC",32.7833,-79.9333
"Clark Eric",44.8466088,"M",5.964046468,89.39181846,3,"Houston TX",29.7604,-95.3698
"Grier Stephanie",44.77746615,"F",5.94675461,72.16152456,2,"Chicago IL",41.8369,-87.6847
"Lopez Sandra",39.76105502,"F",4.488988842,97.87839593,10,"Savannah GA",32.0167,-81.1167
"Fugate Bertha",60.43146488,"F",3.721674801,165.8060605,10,"Savannah GA",32.0167,-81.1167
"Hoover Robert",41.85604396,"M",3.409328829,12.25988962,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Cockrum Chris",37.43010409,"M",3.06699945,16.97306508,4,"Los Angeles CA",34.05,-118.25
"Salazar Allan",44.00779448,"M",4.546028586,92.60457462,8,"Mobile AL",30.6944,-88.0431
"Arsenault Toney",41.97556077,"M",2.676669762,47.54121229,7,"Philadelphia PA",39.95,-75.1667
"Bergan Nathan",50.66457034,"M",4.37284043,51.70049114,5,"New Orleans LA",29.95,-90.0667
"Nelson Jennifer",36.15871473,"F",3.355616782,82.58622857,8,"Mobile AL",30.6944,-88.0431
"Anderson Anthony",49.73651401,"M",3.179599279,45.19235217,7,"Philadelphia PA",39.95,-75.1667
"Swain Dessie",20.10774138,"F",4.610548802,0,1,"Memphis TN",35.1174,-89.9711
"Fitz Ernest",32.36750837,"M",5.737443515,15.44556838,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Reyes Ashley",67.40166368,"F",5.414231149,184.57576,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Duran Wallace",46.12334517,"M",3.681869874,110.032094,4,"Los Angeles CA",34.05,-118.25
"Whittaker Paul",45.98578829,"M",1.638967707,119.0557107,2,"Chicago IL",41.8369,-87.6847
"Brown Joel",42.52987009,"M",3.213563958,41.65929158,2,"Chicago IL",41.8369,-87.6847
"Banks Tracy",34.31325143,"M",3.418947449,33.31882952,5,"New Orleans LA",29.95,-90.0667
"Zeigler Hans",42.35203054,"M",5.894001618,73.70204596,2,"Chicago IL",41.8369,-87.6847
"White Floyd",35.39503923,"M",2.109905095,7.973058603,10,"Savannah GA",32.0167,-81.1167
"Niles Angela",37.12220183,"F",6.073753544,0.953766772,3,"Houston TX",29.7604,-95.3698
"Rocha Jennifer",42.79534743,"F",4.216494235,29.19947719,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Glass Donald",53.66059388,"M",1.517927153,84.37453839,2,"Chicago IL",41.8369,-87.6847
"Holl Geraldine",49.16359844,"F",4.306070684,116.2687635,3,"Houston TX",29.7604,-95.3698
"Garcia Eugene",47.1276747,"M",2.798150557,91.82582667,8,"Mobile AL",30.6944,-88.0431
"Ramsay Don",48.34216609,"M",5.57995152,56.12942874,4,"Los Angeles CA",34.05,-118.25
"Sligh Heather",43.90539614,"F",1.731653926,49.94302904,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Gibson Brian",58.50391775,"M",6.114620365,149.7913221,4,"Los Angeles CA",34.05,-118.25
"Cohen Renate",53.5828183,"F",5.78747682,140.4361464,10,"Savannah GA",32.0167,-81.1167
"Cooper Mary",46.91463363,"F",4.446750527,46.50862384,4,"Los Angeles CA",34.05,-118.25
"Henley Elizebeth",41.84924502,"F",4.480449579,81.26144486,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Dade Bessie",40.57904438,"F",6.451635575,0,4,"Los Angeles CA",34.05,-118.25
"Bergman Daniel",26.89530893,"M",5.670024863,0,2,"Chicago IL",41.8369,-87.6847
"Carter Alex",49.67531261,"M",5.960616302,73.10565316,3,"Houston TX",29.7604,-95.3698
"Sampson Elsie",33.0445072,"F",6.969848995,22.47795548,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Drummond Linda",56.71986611,"F",5.764072987,205.7965663,9,"Charleston SC",32.7833,-79.9333
"Macias Kimberly",49.00662267,"F",4.514240871,122.9415023,8,"Mobile AL",30.6944,-88.0431
"Bergeron Rolando",47.22860866,"M",4.167856069,74.81336791,3,"Houston TX",29.7604,-95.3698
"Starnes William",31.3503933,"M",2.792310508,0,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Ames Larry",45.96245463,"M",3.942116582,95.68026929,5,"New Orleans LA",29.95,-90.0667
"Rodriquez Brian",42.55465344,"M",4.54342452,48.38502679,8,"Mobile AL",30.6944,-88.0431
"Graham Margarett",50.21758537,"F",2.625753571,141.3062023,10,"Savannah GA",32.0167,-81.1167
"Mysliwiec William",39.29980354,"M",4.044852424,91.86589856,10,"Savannah GA",32.0167,-81.1167
"Bischoff Roy",34.25945918,"M",5.877200211,26.42963113,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Sharp Phillip",53.98285656,"M",4.683236844,102.8910979,3,"Houston TX",29.7604,-95.3698
"Gasser Melissa",26.24675643,"F",4.748093925,0,10,"Savannah GA",32.0167,-81.1167
"Ward David",41.43771984,"M",4.256132693,44.40734609,2,"Chicago IL",41.8369,-87.6847
"Dorsey Kristy",33.14524647,"F",2.765983464,0,10,"Savannah GA",32.0167,-81.1167
"Neri Bill",60.01898727,"M",4.465140303,155.8891588,4,"Los Angeles CA",34.05,-118.25
"Young John",35.04615194,"M",5.798902627,0,2,"Chicago IL",41.8369,-87.6847
"Patterson Pauline",40.92213645,"F",4.081303105,70.17869554,8,"Mobile AL",30.6944,-88.0431
"Manges Dustin",47.92299209,"M",4.330203719,54.83913397,5,"New Orleans LA",29.95,-90.0667
"Gladney Anthony",56.60454809,"M",5.665366774,107.527434,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Inman Madonna",39.54843525,"F",6.296929026,5.541190247,4,"Los Angeles CA",34.05,-118.25
"Katz Brittany",42.39060894,"F",4.165825771,81.49087649,5,"New Orleans LA",29.95,-90.0667
"England Wade",54.87712459,"M",3.45391414,107.8261637,1,"Memphis TN",35.1174,-89.9711
"Coley Linda",38.11030131,"F",2.022640963,35.01126791,4,"Los Angeles CA",34.05,-118.25
"Fitzmaurice Amy",48.17765058,"F",2.96692134,106.9701137,9,"Charleston SC",32.7833,-79.9333
"Rasnick Peter",59.40587222,"M",3.820463274,161.2526289,1,"Memphis TN",35.1174,-89.9711
"Ramirez Joyce",34.32149248,"F",4.680248968,25.26406309,7,"Philadelphia PA",39.95,-75.1667
"James Patricia",44.88311917,"F",2.129850953,117.3467,4,"Los Angeles CA",34.05,-118.25
"Davis Henry",32.07678935,"M",4.778308798,0.403081338,5,"New Orleans LA",29.95,-90.0667
"McLendon Jay",49.1888953,"M",3.074816967,53.60422804,5,"New Orleans LA",29.95,-90.0667
"Bowman Ramon",46.07234064,"M",5.775918322,90.59972176,4,"Los Angeles CA",34.05,-118.25
"Beltran James",34.99065312,"M",5.551727585,6.17459817,9,"Charleston SC",32.7833,-79.9333
"Israel Terry",52.7472696,"M",4.064267555,96.46217503,8,"Mobile AL",30.6944,-88.0431
"Miller Starla",49.0943313,"F",5.007337215,59.84429636,9,"Charleston SC",32.7833,-79.9333
"Young Robert",53.82992757,"M",3.935635051,52.51604224,1,"Memphis TN",35.1174,-89.9711
"Perkins Linda",33.90513103,"F",3.278560764,0,2,"Chicago IL",41.8369,-87.6847
"Mahon William",43.62673365,"M",5.146048372,112.5392386,4,"Los Angeles CA",34.05,-118.25
"Stricklin Allen",33.06585319,"M",5.712224993,12.07572989,10,"Savannah GA",32.0167,-81.1167
"Toller Jill",30.51076502,"F",5.311353362,0,3,"Houston TX",29.7604,-95.3698
"Williams Maria",58.00289775,"F",5.741762876,130.5443326,1,"Memphis TN",35.1174,-89.9711
"Erickson John",42.73260384,"M",6.19324591,13.0870957,10,"Savannah GA",32.0167,-81.1167
"Woodard Jane",39.05859754,"F",5.963387315,50.28287515,8,"Mobile AL",30.6944,-88.0431
"Brown James",54.25423492,"M",4.102709509,116.8495826,9,"Charleston SC",32.7833,-79.9333
"Berge Dennis",42.6079128,"M",5.689657298,71.97009341,9,"Charleston SC",32.7833,-79.9333
"Braun Tamra",35.7600343,"F",3.079239605,0,4,"Los Angeles CA",34.05,-118.25
"McHenry Edna",37.16410847,"F",4.811620504,66.47449863,10,"Savannah GA",32.0167,-81.1167
"Scott Thelma",40.30458022,"F",4.51843266,50.22136364,8,"Mobile AL",30.6944,-88.0431
"Alexander Sylvester",30.55736274,"M",5.115171642,38.39668115,7,"Philadelphia PA",39.95,-75.1667
"Humes Jason",46.70090708,"M",3.744354289,65.50212479,5,"New Orleans LA",29.95,-90.0667
"Erickson Burt",40.3019742,"M",4.994963638,23.91592652,5,"New Orleans LA",29.95,-90.0667
"Sickles Gregory",41.73624637,"M",4.312113181,19.67912043,9,"Charleston SC",32.7833,-79.9333
"Herring Beverly",35.8110362,"F",6.778947452,53.03885752,8,"Mobile AL",30.6944,-88.0431
"Bessler Cathy",41.28626438,"F",7.4694336,59.55763714,7,"Philadelphia PA",39.95,-75.1667
"Chapman Marshall",34.85044853,"M",4.32915054,11.94182559,10,"Savannah GA",32.0167,-81.1167
"Rouleau David",23.50055736,"M",2.920092533,0,5,"New Orleans LA",29.95,-90.0667
"Minter Wendy",37.59822443,"F",7.24358647,2.548118398,8,"Mobile AL",30.6944,-88.0431
"Lovin Julie",48.68072438,"F",4.969769765,105.0239624,9,"Charleston SC",32.7833,-79.9333
"Maya Shelley",58.84672743,"F",2.956268566,196.1066668,2,"Chicago IL",41.8369,-87.6847
"Obrien Julianna",45.97484141,"F",4.81920464,65.38645228,2,"Chicago IL",41.8369,-87.6847
"McElhannon Harold",49.96504003,"M",4.601311422,77.73231467,1,"Memphis TN",35.1174,-89.9711
"Braun Barbara",54.27497104,"F",3.483344881,163.7615658,8,"Mobile AL",30.6944,-88.0431
"Morales Arie",28.93039326,"F",5.386889498,0,10,"Savannah GA",32.0167,-81.1167
"Pardo Edith",41.13061486,"F",5.78025603,123.8599318,2,"Chicago IL",41.8369,-87.6847
"Sullivan Daniel",40.71640101,"M",3.952505701,36.53961692,2,"Chicago IL",41.8369,-87.6847
"Wilson Lucille",51.54566384,"F",6.109084096,102.5449541,8,"Mobile AL",30.6944,-88.0431
"Rutledge Corey",36.60756703,"M",6.270292356,10.95087432,4,"Los Angeles CA",34.05,-118.25
"Thompson Robert",45.50432809,"M",6.19038008,12.77039167,9,"Charleston SC",32.7833,-79.9333
"Schilling Ismael",43.53012236,"M",5.363601586,58.02039622,1,"Memphis TN",35.1174,-89.9711
"Hunt Nikole",43.83790225,"F",2.512143991,29.78816827,9,"Charleston SC",32.7833,-79.9333
"Cohen William",51.51178417,"M",5.493356355,89.27723317,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Silvers Deloris",53.49986769,"F",2.636591053,122.881909,8,"Mobile AL",30.6944,-88.0431
"Meyer Amanda",33.93629724,"F",6.155253942,21.86814923,9,"Charleston SC",32.7833,-79.9333
"Bowers Beverly",34.11209192,"F",3.233474943,0,4,"Los Angeles CA",34.05,-118.25
"Luther Mary",50.44219114,"F",3.631962372,184.1728587,10,"Savannah GA",32.0167,-81.1167
"Vice Charles",46.96922259,"M",6.130459596,113.9893242,9,"Charleston SC",32.7833,-79.9333
"Scott Kerry",50.9945962,"F",2.522615333,122.5621065,7,"Philadelphia PA",39.95,-75.1667
"Dyer Andres",53.44324112,"M",6.645940408,54.57224877,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Lemire James",54.71057597,"M",4.555337202,98.98940425,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Strickler Shaniqua",51.25520909,"F",4.007178243,154.6788468,5,"New Orleans LA",29.95,-90.0667
"Allen Walter",34.5006103,"M",3.654825941,30.84971877,2,"Chicago IL",41.8369,-87.6847
"Alonzo William",23.25236281,"M",4.155486977,0,2,"Chicago IL",41.8369,-87.6847
"Hammack Gina",48.93658171,"F",2.366393132,86.90573717,5,"New Orleans LA",29.95,-90.0667
"Eilers Joseph",46.72022181,"M",2.960664712,72.77086305,7,"Philadelphia PA",39.95,-75.1667
"Cyr Fredrick",46.37566076,"M",3.958484128,101.050571,6,"Port Authority of New York/New Jersey NY/NJ",40.634,-73.7834
"Strickland Sara",26.9101888,"F",5.337391072,0,4,"Los Angeles CA",34.05,-118.25
"Biddle Clarence",48.22353712,"M",4.085838161,77.27283178,10,"Savannah GA",32.0167,-81.1167
"Mobley Angela",42.76287351,"F",3.948759265,64.02184346,4,"Los Angeles CA",34.05,-118.25
"Larkin Darlene",44.98264149,"F",7.218930069,145.6003869,7,"Philadelphia PA",39.95,-75.1667
"Roberts Christopher",55.05160544,"M",3.500394897,105.6314345,5,"New Orleans LA",29.95,-90.0667
"Gonsalves Ethel",49.97061534,"F",2.49318079,79.07680122,3,"Houston TX",29.7604,-95.3698
"Fudge Troy",44.9263061,"M",6.469704267,64.78518457,7,"Philadelphia PA",39.95,-75.1667
"Buckley Nora",35.50754777,"F",1.90536866,0,1,"Memphis TN",35.1174,-89.9711
"Stoltzfus Dwight",35.56821537,"M",3.499924088,0,3,"Houston TX",29.7604,-95.3698
"Russo Brenda",39.1566369,"F",2.311084156,30.67308873,4,"Los Angeles CA",34.05,-118.25
"Brown Jonathan",19.45173522,"M",5.291507175,0,8,"Mobile AL",30.6944,-88.0431
"Smith Michael",53.11973268,"M",4.48465334,75.06457689,5,"New Orleans LA",29.95,-90.0667
"Rivera Russell",50.80618309,"M",4.790539896,63.19776798,9,"Charleston SC",32.7833,-79.9333
"Pauley James",52.8711711,"M",6.114103225,74.00332855,10,"Savannah GA",32.0167,-81.1167
"Thomason Sonya",38.04819746,"F",4.071003139,49.19325262,9,"Charleston SC",32.7833,-79.9333
"Garceau Virginia",40.89152484,"F",3.230399532,9.194083056,8,"Mobile AL",30.6944,-88.0431
"Stringfellow Eric",43.98075192,"M",4.276864176,64.0037595,7,"Philadelphia PA",39.95,-75.1667
"Williams John",39.66524726,"M",3.434903336,42.19977218,3,"Houston TX",29.7604,-95.3698
"Garcia Kelly",36.21564367,"F",4.456370148,59.31745845,5,"New Orleans LA",29.95,-90.0667
"Lambert Timothy",47.56296012,"M",2.891039363,78.70144712,5,"New Orleans LA",29.95,-90.0667
"Babich Elizabeth",33.63631334,"F",1.990447518,11.47556103,9,"Charleston SC",32.7833,-79.9333
"Frazier Freda",22.22803598,"F",6.421296209,0,10,"Savannah GA",32.0167,-81.1167
"Beckham Joan",29.71087957,"F",4.37440718,5.280589517,10,"Savannah GA",32.0167,-81.1167
"Whitener Denise",32.68304434,"F",4.298100111,0,4,"Los Angeles CA",34.05,-118.25
"Garnica Donald",39.23409411,"M",5.459485961,35.3558315,7,"Philadelphia PA",39.95,-75.1667
"Quinn Sandra",36.09970665,"F",5.587513192,13.50211761,5,"New Orleans LA",29.95,-90.0667
